,group_0,group_1,group_2,group_3,group_4,0_0,0_1,0_2,0_3,0_4,0_5,0_6,0_7,0_8,0_9,0_10,0_11,0_12,0_13,0_14,0_15,0_16,0_17,0_18,0_19,0_20,1_0,1_1,1_2,1_3,1_4,1_5,1_6,1_7,1_8,1_9,1_10,1_11,1_12,1_13,1_14,1_15,1_16,1_17,1_18,1_19,1_20,2_0,2_1,2_2,2_3,2_4,2_5,2_6,2_7,2_8,2_9,2_10,2_11,2_12,2_13,2_14,2_15,2_16,2_17,2_18,2_19,2_20,3_0,3_1,3_2,3_3,3_4,3_5,3_6,3_7,3_8,3_9,3_10,3_11,3_12,3_13,3_14,3_15,3_16,3_17,3_18,3_19,3_20,4_0,4_1,4_2,4_3,4_4,4_5,4_6,4_7,4_8,4_9,4_10,4_11,4_12,4_13,4_14,4_15,4_16,4_17,4_18,4_19,4_20,time_in_hours_sin,time_in_hours_cos,0,event
01/09/2015 18:45,0.04803059,0.012580961,0.032938389,0.136668289,0.06062891,0.04803059,0.072271566,0.091580611,0.115369563,0.091111621,0.144431128,0.728590987,0.137341198,0.1169715,0.146206441,0.145826789,0.078490743,0.108449556,0.117579412,0.118167579,0.098729709,0.169682721,0.207846055,0.22928909,0.201634417,0.219547475,0.012580961,0.012580961,0.012580961,0.014230478,0.030084363,0.057101806,0.806563065,0.1933516,0.114285466,0.116749863,0.101280822,0.04206686,0.042638305,0.024767565,0.045227083,0.022734232,0.023998861,0.043739637,0.044751881,0.018315328,0.029711469,0.032938389,0.042235693,0.02549095,0.030691309,0.039455252,0.060298678,0.423021267,0.067317324,0.021236663,0.027390838,0.013720873,0.005217905,0.021211961,0.018152657,0.022359848,0.020263657,0.019246641,0.024181653,0.030875793,0.026105438,0.03950722,0.136668289,0.154482955,0.147489796,0.089103724,0.097711176,0.244056651,0.772902745,0,0,0,0,0,0,0.002734665,0.002732494,0,0,0.00370925,0,0.056685637,0.200307866,0.06062891,0.059280936,0.058178671,0.056919005,0.065996651,0.063266318,0.347938496,0.058244913,0.028481855,0.046332234,0.04704372,0.036367038,0.037336252,0.042268945,0.040908465,0.043182716,0.046741831,0.044320863,0.061059213,0.077909458,0.069746142,-0.98078528,0.195090322,0.437,59
01/09/2015 19:00,0.052853728,0.012580961,0.033651447,0.1209691,0.057511159,0.052853728,0.04803059,0.072271566,0.091580611,0.115369563,0.091111621,0.144431128,0.728590987,0.137341198,0.1169715,0.146206441,0.145826789,0.078490743,0.108449556,0.117579412,0.118167579,0.098729709,0.169682721,0.207846055,0.22928909,0.201634417,0.012580961,0.012580961,0.012580961,0.012580961,0.014230478,0.030084363,0.057101806,0.806563065,0.1933516,0.114285466,0.116749863,0.101280822,0.04206686,0.042638305,0.024767565,0.045227083,0.022734232,0.023998861,0.043739637,0.044751881,0.018315328,0.033651447,0.032938389,0.042235693,0.02549095,0.030691309,0.039455252,0.060298678,0.423021267,0.067317324,0.021236663,0.027390838,0.013720873,0.005217905,0.021211961,0.018152657,0.022359848,0.020263657,0.019246641,0.024181653,0.030875793,0.026105438,0.1209691,0.136668289,0.154482955,0.147489796,0.089103724,0.097711176,0.244056651,0.772902745,0,0,0,0,0,0,0.002734665,0.002732494,0,0,0.00370925,0,0.056685637,0.057511159,0.06062891,0.059280936,0.058178671,0.056919005,0.065996651,0.063266318,0.347938496,0.058244913,0.028481855,0.046332234,0.04704372,0.036367038,0.037336252,0.042268945,0.040908465,0.043182716,0.046741831,0.044320863,0.061059213,0.077909458,-0.965925826,0.258819045,0.442333333,59
01/09/2015 19:15,0.072372008,0.012580961,0.052699212,0.05027839,0.066436818,0.072372008,0.052853728,0.04803059,0.072271566,0.091580611,0.115369563,0.091111621,0.144431128,0.728590987,0.137341198,0.1169715,0.146206441,0.145826789,0.078490743,0.108449556,0.117579412,0.118167579,0.098729709,0.169682721,0.207846055,0.22928909,0.012580961,0.012580961,0.012580961,0.012580961,0.012580961,0.014230478,0.030084363,0.057101806,0.806563065,0.1933516,0.114285466,0.116749863,0.101280822,0.04206686,0.042638305,0.024767565,0.045227083,0.022734232,0.023998861,0.043739637,0.044751881,0.052699212,0.033651447,0.032938389,0.042235693,0.02549095,0.030691309,0.039455252,0.060298678,0.423021267,0.067317324,0.021236663,0.027390838,0.013720873,0.005217905,0.021211961,0.018152657,0.022359848,0.020263657,0.019246641,0.024181653,0.030875793,0.05027839,0.1209691,0.136668289,0.154482955,0.147489796,0.089103724,0.097711176,0.244056651,0.772902745,0,0,0,0,0,0,0.002734665,0.002732494,0,0,0.00370925,0,0.066436818,0.057511159,0.06062891,0.059280936,0.058178671,0.056919005,0.065996651,0.063266318,0.347938496,0.058244913,0.028481855,0.046332234,0.04704372,0.036367038,0.037336252,0.042268945,0.040908465,0.043182716,0.046741831,0.044320863,0.061059213,-0.946930129,0.321439465,0.431666667,59
01/09/2015 19:30,0.087464273,0.012577418,0.055776723,0.091638625,0.031423434,0.087464273,0.072372008,0.052853728,0.04803059,0.072271566,0.091580611,0.115369563,0.091111621,0.144431128,0.728590987,0.137341198,0.1169715,0.146206441,0.145826789,0.078490743,0.108449556,0.117579412,0.118167579,0.098729709,0.169682721,0.207846055,0.012577418,0.012580961,0.012580961,0.012580961,0.012580961,0.012580961,0.014230478,0.030084363,0.057101806,0.806563065,0.1933516,0.114285466,0.116749863,0.101280822,0.04206686,0.042638305,0.024767565,0.045227083,0.022734232,0.023998861,0.043739637,0.055776723,0.052699212,0.033651447,0.032938389,0.042235693,0.02549095,0.030691309,0.039455252,0.060298678,0.423021267,0.067317324,0.021236663,0.027390838,0.013720873,0.005217905,0.021211961,0.018152657,0.022359848,0.020263657,0.019246641,0.024181653,0.091638625,0.05027839,0.1209691,0.136668289,0.154482955,0.147489796,0.089103724,0.097711176,0.244056651,0.772902745,0,0,0,0,0,0,0.002734665,0.002732494,0,0,0.00370925,0.031423434,0.066436818,0.057511159,0.06062891,0.059280936,0.058178671,0.056919005,0.065996651,0.063266318,0.347938496,0.058244913,0.028481855,0.046332234,0.04704372,0.036367038,0.037336252,0.042268945,0.040908465,0.043182716,0.046741831,0.044320863,-0.923879533,0.382683432,0.426666667,59
01/09/2015 19:45,0.148227265,0.013118991,0.054309211,0.154221094,0.050851014,0.148227265,0.087464273,0.072372008,0.052853728,0.04803059,0.072271566,0.091580611,0.115369563,0.091111621,0.144431128,0.728590987,0.137341198,0.1169715,0.146206441,0.145826789,0.078490743,0.108449556,0.117579412,0.118167579,0.098729709,0.169682721,0.013118991,0.012577418,0.012580961,0.012580961,0.012580961,0.012580961,0.012580961,0.014230478,0.030084363,0.057101806,0.806563065,0.1933516,0.114285466,0.116749863,0.101280822,0.04206686,0.042638305,0.024767565,0.045227083,0.022734232,0.023998861,0.054309211,0.055776723,0.052699212,0.033651447,0.032938389,0.042235693,0.02549095,0.030691309,0.039455252,0.060298678,0.423021267,0.067317324,0.021236663,0.027390838,0.013720873,0.005217905,0.021211961,0.018152657,0.022359848,0.020263657,0.019246641,0.154221094,0.091638625,0.05027839,0.1209691,0.136668289,0.154482955,0.147489796,0.089103724,0.097711176,0.244056651,0.772902745,0,0,0,0,0,0,0.002734665,0.002732494,0,0,0.050851014,0.031423434,0.066436818,0.057511159,0.06062891,0.059280936,0.058178671,0.056919005,0.065996651,0.063266318,0.347938496,0.058244913,0.028481855,0.046332234,0.04704372,0.036367038,0.037336252,0.042268945,0.040908465,0.043182716,0.046741831,-0.896872742,0.44228869,0.435666667,59
01/09/2015 20:00,0.159004546,0.030514009,0.03641158,0.10319148,0.057198325,0.159004546,0.148227265,0.087464273,0.072372008,0.052853728,0.04803059,0.072271566,0.091580611,0.115369563,0.091111621,0.144431128,0.728590987,0.137341198,0.1169715,0.146206441,0.145826789,0.078490743,0.108449556,0.117579412,0.118167579,0.098729709,0.030514009,0.013118991,0.012577418,0.012580961,0.012580961,0.012580961,0.012580961,0.012580961,0.014230478,0.030084363,0.057101806,0.806563065,0.1933516,0.114285466,0.116749863,0.101280822,0.04206686,0.042638305,0.024767565,0.045227083,0.022734232,0.03641158,0.054309211,0.055776723,0.052699212,0.033651447,0.032938389,0.042235693,0.02549095,0.030691309,0.039455252,0.060298678,0.423021267,0.067317324,0.021236663,0.027390838,0.013720873,0.005217905,0.021211961,0.018152657,0.022359848,0.020263657,0.10319148,0.154221094,0.091638625,0.05027839,0.1209691,0.136668289,0.154482955,0.147489796,0.089103724,0.097711176,0.244056651,0.772902745,0,0,0,0,0,0,0.002734665,0.002732494,0,0.057198325,0.050851014,0.031423434,0.066436818,0.057511159,0.06062891,0.059280936,0.058178671,0.056919005,0.065996651,0.063266318,0.347938496,0.058244913,0.028481855,0.046332234,0.04704372,0.036367038,0.037336252,0.042268945,0.040908465,0.043182716,-0.866025404,0.5,0.440666667,59
01/09/2015 20:15,0.141361944,0.046976983,0.036154835,0.123709195,0.063438119,0.141361944,0.159004546,0.148227265,0.087464273,0.072372008,0.052853728,0.04803059,0.072271566,0.091580611,0.115369563,0.091111621,0.144431128,0.728590987,0.137341198,0.1169715,0.146206441,0.145826789,0.078490743,0.108449556,0.117579412,0.118167579,0.046976983,0.030514009,0.013118991,0.012577418,0.012580961,0.012580961,0.012580961,0.012580961,0.012580961,0.014230478,0.030084363,0.057101806,0.806563065,0.1933516,0.114285466,0.116749863,0.101280822,0.04206686,0.042638305,0.024767565,0.045227083,0.036154835,0.03641158,0.054309211,0.055776723,0.052699212,0.033651447,0.032938389,0.042235693,0.02549095,0.030691309,0.039455252,0.060298678,0.423021267,0.067317324,0.021236663,0.027390838,0.013720873,0.005217905,0.021211961,0.018152657,0.022359848,0.123709195,0.10319148,0.154221094,0.091638625,0.05027839,0.1209691,0.136668289,0.154482955,0.147489796,0.089103724,0.097711176,0.244056651,0.772902745,0,0,0,0,0,0,0.002734665,0.002732494,0.063438119,0.057198325,0.050851014,0.031423434,0.066436818,0.057511159,0.06062891,0.059280936,0.058178671,0.056919005,0.065996651,0.063266318,0.347938496,0.058244913,0.028481855,0.046332234,0.04704372,0.036367038,0.037336252,0.042268945,0.040908465,-0.831469612,0.555570233,0.443,59
01/09/2015 20:30,0.082763257,0.026876305,0.07248672,0.220527955,0.075405956,0.082763257,0.141361944,0.159004546,0.148227265,0.087464273,0.072372008,0.052853728,0.04803059,0.072271566,0.091580611,0.115369563,0.091111621,0.144431128,0.728590987,0.137341198,0.1169715,0.146206441,0.145826789,0.078490743,0.108449556,0.117579412,0.026876305,0.046976983,0.030514009,0.013118991,0.012577418,0.012580961,0.012580961,0.012580961,0.012580961,0.012580961,0.014230478,0.030084363,0.057101806,0.806563065,0.1933516,0.114285466,0.116749863,0.101280822,0.04206686,0.042638305,0.024767565,0.07248672,0.036154835,0.03641158,0.054309211,0.055776723,0.052699212,0.033651447,0.032938389,0.042235693,0.02549095,0.030691309,0.039455252,0.060298678,0.423021267,0.067317324,0.021236663,0.027390838,0.013720873,0.005217905,0.021211961,0.018152657,0.220527955,0.123709195,0.10319148,0.154221094,0.091638625,0.05027839,0.1209691,0.136668289,0.154482955,0.147489796,0.089103724,0.097711176,0.244056651,0.772902745,0,0,0,0,0,0,0.002734665,0.075405956,0.063438119,0.057198325,0.050851014,0.031423434,0.066436818,0.057511159,0.06062891,0.059280936,0.058178671,0.056919005,0.065996651,0.063266318,0.347938496,0.058244913,0.028481855,0.046332234,0.04704372,0.036367038,0.037336252,0.042268945,-0.79335334,0.608761429,0.444,59
01/09/2015 20:45,0.113051368,0.020367651,0.100554398,0.152359238,0.063062977,0.113051368,0.082763257,0.141361944,0.159004546,0.148227265,0.087464273,0.072372008,0.052853728,0.04803059,0.072271566,0.091580611,0.115369563,0.091111621,0.144431128,0.728590987,0.137341198,0.1169715,0.146206441,0.145826789,0.078490743,0.108449556,0.020367651,0.026876305,0.046976983,0.030514009,0.013118991,0.012577418,0.012580961,0.012580961,0.012580961,0.012580961,0.012580961,0.014230478,0.030084363,0.057101806,0.806563065,0.1933516,0.114285466,0.116749863,0.101280822,0.04206686,0.042638305,0.100554398,0.07248672,0.036154835,0.03641158,0.054309211,0.055776723,0.052699212,0.033651447,0.032938389,0.042235693,0.02549095,0.030691309,0.039455252,0.060298678,0.423021267,0.067317324,0.021236663,0.027390838,0.013720873,0.005217905,0.021211961,0.152359238,0.220527955,0.123709195,0.10319148,0.154221094,0.091638625,0.05027839,0.1209691,0.136668289,0.154482955,0.147489796,0.089103724,0.097711176,0.244056651,0.772902745,0,0,0,0,0,0,0.063062977,0.075405956,0.063438119,0.057198325,0.050851014,0.031423434,0.066436818,0.057511159,0.06062891,0.059280936,0.058178671,0.056919005,0.065996651,0.063266318,0.347938496,0.058244913,0.028481855,0.046332234,0.04704372,0.036367038,0.037336252,-0.751839807,0.659345815,0.439333333,59
01/09/2015 21:00,0.06104165,0.056394266,0.096801534,0.264082702,0.049011332,0.06104165,0.113051368,0.082763257,0.141361944,0.159004546,0.148227265,0.087464273,0.072372008,0.052853728,0.04803059,0.072271566,0.091580611,0.115369563,0.091111621,0.144431128,0.728590987,0.137341198,0.1169715,0.146206441,0.145826789,0.078490743,0.056394266,0.020367651,0.026876305,0.046976983,0.030514009,0.013118991,0.012577418,0.012580961,0.012580961,0.012580961,0.012580961,0.012580961,0.014230478,0.030084363,0.057101806,0.806563065,0.1933516,0.114285466,0.116749863,0.101280822,0.04206686,0.096801534,0.100554398,0.07248672,0.036154835,0.03641158,0.054309211,0.055776723,0.052699212,0.033651447,0.032938389,0.042235693,0.02549095,0.030691309,0.039455252,0.060298678,0.423021267,0.067317324,0.021236663,0.027390838,0.013720873,0.005217905,0.264082702,0.152359238,0.220527955,0.123709195,0.10319148,0.154221094,0.091638625,0.05027839,0.1209691,0.136668289,0.154482955,0.147489796,0.089103724,0.097711176,0.244056651,0.772902745,0,0,0,0,0,0.049011332,0.063062977,0.075405956,0.063438119,0.057198325,0.050851014,0.031423434,0.066436818,0.057511159,0.06062891,0.059280936,0.058178671,0.056919005,0.065996651,0.063266318,0.347938496,0.058244913,0.028481855,0.046332234,0.04704372,0.036367038,-0.707106781,0.707106781,0.427333333,59
01/09/2015 21:15,0.07439263,0.085522173,0.136615667,0.132903823,0.101798838,0.07439263,0.06104165,0.113051368,0.082763257,0.141361944,0.159004546,0.148227265,0.087464273,0.072372008,0.052853728,0.04803059,0.072271566,0.091580611,0.115369563,0.091111621,0.144431128,0.728590987,0.137341198,0.1169715,0.146206441,0.145826789,0.085522173,0.056394266,0.020367651,0.026876305,0.046976983,0.030514009,0.013118991,0.012577418,0.012580961,0.012580961,0.012580961,0.012580961,0.012580961,0.014230478,0.030084363,0.057101806,0.806563065,0.1933516,0.114285466,0.116749863,0.101280822,0.136615667,0.096801534,0.100554398,0.07248672,0.036154835,0.03641158,0.054309211,0.055776723,0.052699212,0.033651447,0.032938389,0.042235693,0.02549095,0.030691309,0.039455252,0.060298678,0.423021267,0.067317324,0.021236663,0.027390838,0.013720873,0.132903823,0.264082702,0.152359238,0.220527955,0.123709195,0.10319148,0.154221094,0.091638625,0.05027839,0.1209691,0.136668289,0.154482955,0.147489796,0.089103724,0.097711176,0.244056651,0.772902745,0,0,0,0,0.101798838,0.049011332,0.063062977,0.075405956,0.063438119,0.057198325,0.050851014,0.031423434,0.066436818,0.057511159,0.06062891,0.059280936,0.058178671,0.056919005,0.065996651,0.063266318,0.347938496,0.058244913,0.028481855,0.046332234,0.04704372,-0.659345815,0.751839807,0.413666667,59
01/09/2015 21:30,0.086866728,0.105229431,0.093672098,0.214053586,0.119287183,0.086866728,0.07439263,0.06104165,0.113051368,0.082763257,0.141361944,0.159004546,0.148227265,0.087464273,0.072372008,0.052853728,0.04803059,0.072271566,0.091580611,0.115369563,0.091111621,0.144431128,0.728590987,0.137341198,0.1169715,0.146206441,0.105229431,0.085522173,0.056394266,0.020367651,0.026876305,0.046976983,0.030514009,0.013118991,0.012577418,0.012580961,0.012580961,0.012580961,0.012580961,0.012580961,0.014230478,0.030084363,0.057101806,0.806563065,0.1933516,0.114285466,0.116749863,0.093672098,0.136615667,0.096801534,0.100554398,0.07248672,0.036154835,0.03641158,0.054309211,0.055776723,0.052699212,0.033651447,0.032938389,0.042235693,0.02549095,0.030691309,0.039455252,0.060298678,0.423021267,0.067317324,0.021236663,0.027390838,0.214053586,0.132903823,0.264082702,0.152359238,0.220527955,0.123709195,0.10319148,0.154221094,0.091638625,0.05027839,0.1209691,0.136668289,0.154482955,0.147489796,0.089103724,0.097711176,0.244056651,0.772902745,0,0,0,0.119287183,0.101798838,0.049011332,0.063062977,0.075405956,0.063438119,0.057198325,0.050851014,0.031423434,0.066436818,0.057511159,0.06062891,0.059280936,0.058178671,0.056919005,0.065996651,0.063266318,0.347938496,0.058244913,0.028481855,0.046332234,-0.608761429,0.79335334,0.404,59
01/09/2015 21:45,0.090542361,0.13082258,0.136984279,0.278120651,0.081101883,0.090542361,0.086866728,0.07439263,0.06104165,0.113051368,0.082763257,0.141361944,0.159004546,0.148227265,0.087464273,0.072372008,0.052853728,0.04803059,0.072271566,0.091580611,0.115369563,0.091111621,0.144431128,0.728590987,0.137341198,0.1169715,0.13082258,0.105229431,0.085522173,0.056394266,0.020367651,0.026876305,0.046976983,0.030514009,0.013118991,0.012577418,0.012580961,0.012580961,0.012580961,0.012580961,0.012580961,0.014230478,0.030084363,0.057101806,0.806563065,0.1933516,0.114285466,0.136984279,0.093672098,0.136615667,0.096801534,0.100554398,0.07248672,0.036154835,0.03641158,0.054309211,0.055776723,0.052699212,0.033651447,0.032938389,0.042235693,0.02549095,0.030691309,0.039455252,0.060298678,0.423021267,0.067317324,0.021236663,0.278120651,0.214053586,0.132903823,0.264082702,0.152359238,0.220527955,0.123709195,0.10319148,0.154221094,0.091638625,0.05027839,0.1209691,0.136668289,0.154482955,0.147489796,0.089103724,0.097711176,0.244056651,0.772902745,0,0,0.081101883,0.119287183,0.101798838,0.049011332,0.063062977,0.075405956,0.063438119,0.057198325,0.050851014,0.031423434,0.066436818,0.057511159,0.06062891,0.059280936,0.058178671,0.056919005,0.065996651,0.063266318,0.347938496,0.058244913,0.028481855,-0.555570233,0.831469612,0.39,59
01/09/2015 22:00,0.066737791,0.157898319,0.158990286,0.352969537,0.109305816,0.066737791,0.090542361,0.086866728,0.07439263,0.06104165,0.113051368,0.082763257,0.141361944,0.159004546,0.148227265,0.087464273,0.072372008,0.052853728,0.04803059,0.072271566,0.091580611,0.115369563,0.091111621,0.144431128,0.728590987,0.137341198,0.157898319,0.13082258,0.105229431,0.085522173,0.056394266,0.020367651,0.026876305,0.046976983,0.030514009,0.013118991,0.012577418,0.012580961,0.012580961,0.012580961,0.012580961,0.012580961,0.014230478,0.030084363,0.057101806,0.806563065,0.1933516,0.158990286,0.136984279,0.093672098,0.136615667,0.096801534,0.100554398,0.07248672,0.036154835,0.03641158,0.054309211,0.055776723,0.052699212,0.033651447,0.032938389,0.042235693,0.02549095,0.030691309,0.039455252,0.060298678,0.423021267,0.067317324,0.352969537,0.278120651,0.214053586,0.132903823,0.264082702,0.152359238,0.220527955,0.123709195,0.10319148,0.154221094,0.091638625,0.05027839,0.1209691,0.136668289,0.154482955,0.147489796,0.089103724,0.097711176,0.244056651,0.772902745,0,0.109305816,0.081101883,0.119287183,0.101798838,0.049011332,0.063062977,0.075405956,0.063438119,0.057198325,0.050851014,0.031423434,0.066436818,0.057511159,0.06062891,0.059280936,0.058178671,0.056919005,0.065996651,0.063266318,0.347938496,0.058244913,-0.5,0.866025404,0.368,59
01/09/2015 22:15,0.11083607,0.087117754,0.160817499,0.358442189,0.114852912,0.11083607,0.066737791,0.090542361,0.086866728,0.07439263,0.06104165,0.113051368,0.082763257,0.141361944,0.159004546,0.148227265,0.087464273,0.072372008,0.052853728,0.04803059,0.072271566,0.091580611,0.115369563,0.091111621,0.144431128,0.728590987,0.087117754,0.157898319,0.13082258,0.105229431,0.085522173,0.056394266,0.020367651,0.026876305,0.046976983,0.030514009,0.013118991,0.012577418,0.012580961,0.012580961,0.012580961,0.012580961,0.012580961,0.014230478,0.030084363,0.057101806,0.806563065,0.160817499,0.158990286,0.136984279,0.093672098,0.136615667,0.096801534,0.100554398,0.07248672,0.036154835,0.03641158,0.054309211,0.055776723,0.052699212,0.033651447,0.032938389,0.042235693,0.02549095,0.030691309,0.039455252,0.060298678,0.423021267,0.358442189,0.352969537,0.278120651,0.214053586,0.132903823,0.264082702,0.152359238,0.220527955,0.123709195,0.10319148,0.154221094,0.091638625,0.05027839,0.1209691,0.136668289,0.154482955,0.147489796,0.089103724,0.097711176,0.244056651,0.772902745,0.114852912,0.109305816,0.081101883,0.119287183,0.101798838,0.049011332,0.063062977,0.075405956,0.063438119,0.057198325,0.050851014,0.031423434,0.066436818,0.057511159,0.06062891,0.059280936,0.058178671,0.056919005,0.065996651,0.063266318,0.347938496,-0.44228869,0.896872742,0.360666667,59
01/09/2015 22:30,0.082937577,0.110832363,0.153368451,0.174682399,0.153240574,0.082937577,0.11083607,0.066737791,0.090542361,0.086866728,0.07439263,0.06104165,0.113051368,0.082763257,0.141361944,0.159004546,0.148227265,0.087464273,0.072372008,0.052853728,0.04803059,0.072271566,0.091580611,0.115369563,0.091111621,0.144431128,0.110832363,0.087117754,0.157898319,0.13082258,0.105229431,0.085522173,0.056394266,0.020367651,0.026876305,0.046976983,0.030514009,0.013118991,0.012577418,0.012580961,0.012580961,0.012580961,0.012580961,0.012580961,0.014230478,0.030084363,0.057101806,0.153368451,0.160817499,0.158990286,0.136984279,0.093672098,0.136615667,0.096801534,0.100554398,0.07248672,0.036154835,0.03641158,0.054309211,0.055776723,0.052699212,0.033651447,0.032938389,0.042235693,0.02549095,0.030691309,0.039455252,0.060298678,0.174682399,0.358442189,0.352969537,0.278120651,0.214053586,0.132903823,0.264082702,0.152359238,0.220527955,0.123709195,0.10319148,0.154221094,0.091638625,0.05027839,0.1209691,0.136668289,0.154482955,0.147489796,0.089103724,0.097711176,0.244056651,0.153240574,0.114852912,0.109305816,0.081101883,0.119287183,0.101798838,0.049011332,0.063062977,0.075405956,0.063438119,0.057198325,0.050851014,0.031423434,0.066436818,0.057511159,0.06062891,0.059280936,0.058178671,0.056919005,0.065996651,0.063266318,-0.382683432,0.923879533,0.345666667,59
01/09/2015 22:45,0.082284684,0.805438583,0.197447596,0.735164392,0.163315847,0.082284684,0.082937577,0.11083607,0.066737791,0.090542361,0.086866728,0.07439263,0.06104165,0.113051368,0.082763257,0.141361944,0.159004546,0.148227265,0.087464273,0.072372008,0.052853728,0.04803059,0.072271566,0.091580611,0.115369563,0.091111621,0.805438583,0.110832363,0.087117754,0.157898319,0.13082258,0.105229431,0.085522173,0.056394266,0.020367651,0.026876305,0.046976983,0.030514009,0.013118991,0.012577418,0.012580961,0.012580961,0.012580961,0.012580961,0.012580961,0.014230478,0.030084363,0.197447596,0.153368451,0.160817499,0.158990286,0.136984279,0.093672098,0.136615667,0.096801534,0.100554398,0.07248672,0.036154835,0.03641158,0.054309211,0.055776723,0.052699212,0.033651447,0.032938389,0.042235693,0.02549095,0.030691309,0.039455252,0.735164392,0.174682399,0.358442189,0.352969537,0.278120651,0.214053586,0.132903823,0.264082702,0.152359238,0.220527955,0.123709195,0.10319148,0.154221094,0.091638625,0.05027839,0.1209691,0.136668289,0.154482955,0.147489796,0.089103724,0.097711176,0.163315847,0.153240574,0.114852912,0.109305816,0.081101883,0.119287183,0.101798838,0.049011332,0.063062977,0.075405956,0.063438119,0.057198325,0.050851014,0.031423434,0.066436818,0.057511159,0.06062891,0.059280936,0.058178671,0.056919005,0.065996651,-0.321439465,0.946930129,0.318666667,59
01/09/2015 23:00,0.873885536,2.036327934,1.594760915,2.325857452,0.937645067,0.873885536,0.082284684,0.082937577,0.11083607,0.066737791,0.090542361,0.086866728,0.07439263,0.06104165,0.113051368,0.082763257,0.141361944,0.159004546,0.148227265,0.087464273,0.072372008,0.052853728,0.04803059,0.072271566,0.091580611,0.115369563,2.036327934,0.805438583,0.110832363,0.087117754,0.157898319,0.13082258,0.105229431,0.085522173,0.056394266,0.020367651,0.026876305,0.046976983,0.030514009,0.013118991,0.012577418,0.012580961,0.012580961,0.012580961,0.012580961,0.012580961,0.014230478,1.594760915,0.197447596,0.153368451,0.160817499,0.158990286,0.136984279,0.093672098,0.136615667,0.096801534,0.100554398,0.07248672,0.036154835,0.03641158,0.054309211,0.055776723,0.052699212,0.033651447,0.032938389,0.042235693,0.02549095,0.030691309,2.325857452,0.735164392,0.174682399,0.358442189,0.352969537,0.278120651,0.214053586,0.132903823,0.264082702,0.152359238,0.220527955,0.123709195,0.10319148,0.154221094,0.091638625,0.05027839,0.1209691,0.136668289,0.154482955,0.147489796,0.089103724,0.937645067,0.163315847,0.153240574,0.114852912,0.109305816,0.081101883,0.119287183,0.101798838,0.049011332,0.063062977,0.075405956,0.063438119,0.057198325,0.050851014,0.031423434,0.066436818,0.057511159,0.06062891,0.059280936,0.058178671,0.056919005,-0.258819045,0.965925826,0.301,59
01/09/2015 23:15,1.991445824,2.962403655,2.181318297,3.210014229,2.217505215,1.991445824,0.873885536,0.082284684,0.082937577,0.11083607,0.066737791,0.090542361,0.086866728,0.07439263,0.06104165,0.113051368,0.082763257,0.141361944,0.159004546,0.148227265,0.087464273,0.072372008,0.052853728,0.04803059,0.072271566,0.091580611,2.962403655,2.036327934,0.805438583,0.110832363,0.087117754,0.157898319,0.13082258,0.105229431,0.085522173,0.056394266,0.020367651,0.026876305,0.046976983,0.030514009,0.013118991,0.012577418,0.012580961,0.012580961,0.012580961,0.012580961,0.012580961,2.181318297,1.594760915,0.197447596,0.153368451,0.160817499,0.158990286,0.136984279,0.093672098,0.136615667,0.096801534,0.100554398,0.07248672,0.036154835,0.03641158,0.054309211,0.055776723,0.052699212,0.033651447,0.032938389,0.042235693,0.02549095,3.210014229,2.325857452,0.735164392,0.174682399,0.358442189,0.352969537,0.278120651,0.214053586,0.132903823,0.264082702,0.152359238,0.220527955,0.123709195,0.10319148,0.154221094,0.091638625,0.05027839,0.1209691,0.136668289,0.154482955,0.147489796,2.217505215,0.937645067,0.163315847,0.153240574,0.114852912,0.109305816,0.081101883,0.119287183,0.101798838,0.049011332,0.063062977,0.075405956,0.063438119,0.057198325,0.050851014,0.031423434,0.066436818,0.057511159,0.06062891,0.059280936,0.058178671,-0.195090322,0.98078528,0.284666667,59
01/09/2015 23:30,1.431862019,1.458622462,1.619999595,0.966796565,1.710676546,1.431862019,1.991445824,0.873885536,0.082284684,0.082937577,0.11083607,0.066737791,0.090542361,0.086866728,0.07439263,0.06104165,0.113051368,0.082763257,0.141361944,0.159004546,0.148227265,0.087464273,0.072372008,0.052853728,0.04803059,0.072271566,1.458622462,2.962403655,2.036327934,0.805438583,0.110832363,0.087117754,0.157898319,0.13082258,0.105229431,0.085522173,0.056394266,0.020367651,0.026876305,0.046976983,0.030514009,0.013118991,0.012577418,0.012580961,0.012580961,0.012580961,0.012580961,1.619999595,2.181318297,1.594760915,0.197447596,0.153368451,0.160817499,0.158990286,0.136984279,0.093672098,0.136615667,0.096801534,0.100554398,0.07248672,0.036154835,0.03641158,0.054309211,0.055776723,0.052699212,0.033651447,0.032938389,0.042235693,0.966796565,3.210014229,2.325857452,0.735164392,0.174682399,0.358442189,0.352969537,0.278120651,0.214053586,0.132903823,0.264082702,0.152359238,0.220527955,0.123709195,0.10319148,0.154221094,0.091638625,0.05027839,0.1209691,0.136668289,0.154482955,1.710676546,2.217505215,0.937645067,0.163315847,0.153240574,0.114852912,0.109305816,0.081101883,0.119287183,0.101798838,0.049011332,0.063062977,0.075405956,0.063438119,0.057198325,0.050851014,0.031423434,0.066436818,0.057511159,0.06062891,0.059280936,-0.130526192,0.991444861,0.265,59
